2026-03-19 12:44:33 [INFO   ] EmbedSim.sink — EmbedSim init  T=0.4 s  dt=0.0001 s  solver=EULER  log=C:\EmbedSimProject\embed_sim_project\embedsim_log\sink_20260319_124433.log
2026-03-19 12:44:35 [DEBUG  ] EmbedSim.sink — EXEC   step=00002  t=0.000200 s  vf_theta                        (VfThetaBlock)
2026-03-19 12:44:35 [DEBUG  ] EmbedSim.sink — EXEC   step=00002  t=0.000200 s  inv_park                        (InvParkTransformBlock)
2026-03-19 12:44:35 [DEBUG  ] EmbedSim.sink — EXEC   step=00002  t=0.000200 s  svpwm_pack                      (SVPWMPackBlock)
2026-03-19 12:44:35 [DEBUG  ] EmbedSim.sink — EXEC   step=00002  t=0.000200 s  svpwm                           (SVPWMBlock)
2026-03-19 12:44:35 [DEBUG  ] EmbedSim.sink — EXEC   step=00002  t=0.000200 s  motor_sink                      (DB42S02PlantBlock)
2026-03-19 12:44:35 [DEBUG  ] EmbedSim.sink — EXEC   step=00002  t=0.000200 s  sink                            (VectorEnd)
2026-03-19 12:44:35 [DEBUG  ] EmbedSim.sink — EXEC   step=00002  t=0.000200 s  cg_start                        (CodeGenStart)
2026-03-19 12:44:35 [DEBUG  ] EmbedSim.sink — EXEC   step=00002  t=0.000200 s  cg_end                          (CodeGenEnd)
2026-03-19 12:44:35 [DEBUG  ] EmbedSim.sink — EXEC   step=00002  t=0.000200 s  sink_cg                         (VectorEnd)
2026-03-19 12:44:35 [DEBUG  ] EmbedSim.sink — EXEC   step=00003  t=0.000300 s  speed_ref                       (SpeedRampBlock)
2026-03-19 12:44:35 [DEBUG  ] EmbedSim.sink — EXEC   step=00003  t=0.000300 s  vf_angle                        (VfAngleBlock)
2026-03-19 12:44:35 [DEBUG  ] EmbedSim.sink — EXEC   step=00003  t=0.000300 s  vf_dq                           (VfDQBlock)
2026-03-19 12:44:35 [DEBUG  ] EmbedSim.sink — EXEC   step=00003  t=0.000300 s  vf_theta                        (VfThetaBlock)
2026-03-19 12:44:35 [DEBUG  ] EmbedSim.sink — EXEC   step=00003  t=0.000300 s  inv_park                        (InvParkTransformBlock)
2026-03-19 12:44:35 [DEBUG  ] EmbedSim.sink — EXEC   step=00003  t=0.000300 s  svpwm_pack                      (SVPWMPackBlock)
2026-03-19 12:44:35 [DEBUG  ] EmbedSim.sink — EXEC   step=00003  t=0.000300 s  svpwm                           (SVPWMBlock)
2026-03-19 12:44:35 [DEBUG  ] EmbedSim.sink — EXEC   step=00003  t=0.000300 s  motor_sink                      (DB42S02PlantBlock)
2026-03-19 12:44:35 [DEBUG  ] EmbedSim.sink — EXEC   step=00003  t=0.000300 s  sink                            (VectorEnd)
2026-03-19 12:44:35 [DEBUG  ] EmbedSim.sink — EXEC   step=00003  t=0.000300 s  cg_start                        (CodeGenStart)
2026-03-19 12:44:35 [DEBUG  ] EmbedSim.sink — EXEC   step=00003  t=0.000300 s  cg_end                          (CodeGenEnd)
2026-03-19 12:44:35 [DEBUG  ] EmbedSim.sink — EXEC   step=00003  t=0.000300 s  sink_cg                         (VectorEnd)
2026-03-19 12:44:35 [DEBUG  ] EmbedSim.sink — EXEC   step=00004  t=0.000400 s  speed_ref                       (SpeedRampBlock)
2026-03-19 12:44:35 [DEBUG  ] EmbedSim.sink — EXEC   step=00004  t=0.000400 s  vf_angle                        (VfAngleBlock)
2026-03-19 12:44:35 [DEBUG  ] EmbedSim.sink — EXEC   step=00004  t=0.000400 s  vf_dq                           (VfDQBlock)
2026-03-19 12:44:35 [DEBUG  ] EmbedSim.sink — EXEC   step=00004  t=0.000400 s  vf_theta                        (VfThetaBlock)
2026-03-19 12:44:35 [DEBUG  ] EmbedSim.sink — EXEC   step=00004  t=0.000400 s  inv_park                        (InvParkTransformBlock)
2026-03-19 12:44:35 [DEBUG  ] EmbedSim.sink — EXEC   step=00004  t=0.000400 s  svpwm_pack                      (SVPWMPackBlock)
2026-03-19 12:44:35 [DEBUG  ] EmbedSim.sink — EXEC   step=00004  t=0.000400 s  svpwm                           (SVPWMBlock)
2026-03-19 12:44:35 [DEBUG  ] EmbedSim.sink — EXEC   step=00004  t=0.000400 s  motor_sink                      (DB42S02PlantBlock)
2026-03-19 12:44:35 [DEBUG  ] EmbedSim.sink — EXEC   step=00004  t=0.000400 s  sink                            (VectorEnd)
2026-03-19 12:44:35 [DEBUG  ] EmbedSim.sink — EXEC   step=00004  t=0.000400 s  cg_start                        (CodeGenStart)
2026-03-19 12:44:35 [DEBUG  ] EmbedSim.sink — EXEC   step=00004  t=0.000400 s  cg_end                          (CodeGenEnd)
2026-03-19 12:44:35 [DEBUG  ] EmbedSim.sink — EXEC   step=00004  t=0.000400 s  sink_cg                         (VectorEnd)
2026-03-19 12:44:35 [DEBUG  ] EmbedSim.sink — EXEC   step=00005  t=0.000500 s  speed_ref                       (SpeedRampBlock)
2026-03-19 12:44:35 [DEBUG  ] EmbedSim.sink — EXEC   step=00005  t=0.000500 s  vf_angle                        (VfAngleBlock)
2026-03-19 12:44:35 [DEBUG  ] EmbedSim.sink — EXEC   step=00005  t=0.000500 s  vf_dq                           (VfDQBlock)
2026-03-19 12:44:35 [DEBUG  ] EmbedSim.sink — EXEC   step=00005  t=0.000500 s  vf_theta                        (VfThetaBlock)
2026-03-19 12:44:35 [DEBUG  ] EmbedSim.sink — EXEC   step=00005  t=0.000500 s  inv_park                        (InvParkTransformBlock)
2026-03-19 12:44:35 [DEBUG  ] EmbedSim.sink — EXEC   step=00005  t=0.000500 s  svpwm_pack                      (SVPWMPackBlock)
2026-03-19 12:44:35 [DEBUG  ] EmbedSim.sink — EXEC   step=00005  t=0.000500 s  svpwm                           (SVPWMBlock)
2026-03-19 12:44:35 [DEBUG  ] EmbedSim.sink — EXEC   step=00005  t=0.000500 s  motor_sink                      (DB42S02PlantBlock)
2026-03-19 12:44:35 [DEBUG  ] EmbedSim.sink — EXEC   step=00005  t=0.000500 s  sink                            (VectorEnd)
2026-03-19 12:44:35 [DEBUG  ] EmbedSim.sink — EXEC   step=00005  t=0.000500 s  cg_start                        (CodeGenStart)
2026-03-19 12:44:35 [DEBUG  ] EmbedSim.sink — EXEC   step=00005  t=0.000500 s  cg_end                          (CodeGenEnd)
2026-03-19 12:44:35 [DEBUG  ] EmbedSim.sink — EXEC   step=00005  t=0.000500 s  sink_cg                         (VectorEnd)
2026-03-19 12:44:35 [DEBUG  ] EmbedSim.sink — EXEC   step=00006  t=0.000600 s  speed_ref                       (SpeedRampBlock)
2026-03-19 12:44:35 [DEBUG  ] EmbedSim.sink — EXEC   step=00006  t=0.000600 s  vf_angle                        (VfAngleBlock)
2026-03-19 12:44:35 [DEBUG  ] EmbedSim.sink — EXEC   step=00006  t=0.000600 s  vf_dq                           (VfDQBlock)
2026-03-19 12:44:35 [DEBUG  ] EmbedSim.sink — EXEC   step=00006  t=0.000600 s  vf_theta                        (VfThetaBlock)
2026-03-19 12:44:35 [DEBUG  ] EmbedSim.sink — EXEC   step=00006  t=0.000600 s  inv_park                        (InvParkTransformBlock)
2026-03-19 12:44:35 [DEBUG  ] EmbedSim.sink — EXEC   step=00006  t=0.000600 s  svpwm_pack                      (SVPWMPackBlock)
2026-03-19 12:44:35 [DEBUG  ] EmbedSim.sink — EXEC   step=00006  t=0.000600 s  svpwm                           (SVPWMBlock)
2026-03-19 12:44:35 [DEBUG  ] EmbedSim.sink — EXEC   step=00006  t=0.000600 s  motor_sink                      (DB42S02PlantBlock)
2026-03-19 12:44:36 [DEBUG  ] EmbedSim.sink — EXEC   step=00006  t=0.000600 s  sink                            (VectorEnd)
2026-03-19 12:44:36 [DEBUG  ] EmbedSim.sink — EXEC   step=00006  t=0.000600 s  cg_start                        (CodeGenStart)
2026-03-19 12:44:36 [DEBUG  ] EmbedSim.sink — EXEC   step=00006  t=0.000600 s  cg_end                          (CodeGenEnd)
2026-03-19 12:44:36 [DEBUG  ] EmbedSim.sink — EXEC   step=00006  t=0.000600 s  sink_cg                         (VectorEnd)
2026-03-19 12:44:36 [DEBUG  ] EmbedSim.sink — EXEC   step=00007  t=0.000700 s  speed_ref                       (SpeedRampBlock)
2026-03-19 12:44:36 [DEBUG  ] EmbedSim.sink — EXEC   step=00007  t=0.000700 s  vf_angle                        (VfAngleBlock)
2026-03-19 12:44:36 [DEBUG  ] EmbedSim.sink — EXEC   step=00007  t=0.000700 s  vf_dq                           (VfDQBlock)
2026-03-19 12:44:36 [DEBUG  ] EmbedSim.sink — EXEC   step=00007  t=0.000700 s  vf_theta                        (VfThetaBlock)
2026-03-19 12:44:36 [DEBUG  ] EmbedSim.sink — EXEC   step=00007  t=0.000700 s  inv_park                        (InvParkTransformBlock)
2026-03-19 12:44:36 [DEBUG  ] EmbedSim.sink — EXEC   step=00007  t=0.000700 s  svpwm_pack                      (SVPWMPackBlock)
2026-03-19 12:44:36 [DEBUG  ] EmbedSim.sink — EXEC   step=00007  t=0.000700 s  svpwm                           (SVPWMBlock)
2026-03-19 12:44:36 [DEBUG  ] EmbedSim.sink — EXEC   step=00007  t=0.000700 s  motor_sink                      (DB42S02PlantBlock)
2026-03-19 12:44:36 [DEBUG  ] EmbedSim.sink — EXEC   step=00007  t=0.000700 s  sink                            (VectorEnd)
2026-03-19 12:44:36 [DEBUG  ] EmbedSim.sink — EXEC   step=00007  t=0.000700 s  cg_start                        (CodeGenStart)
2026-03-19 12:44:36 [DEBUG  ] EmbedSim.sink — EXEC   step=00007  t=0.000700 s  cg_end                          (CodeGenEnd)
2026-03-19 12:44:36 [DEBUG  ] EmbedSim.sink — EXEC   step=00007  t=0.000700 s  sink_cg                         (VectorEnd)
2026-03-19 12:44:36 [DEBUG  ] EmbedSim.sink — EXEC   step=00008  t=0.000800 s  speed_ref                       (SpeedRampBlock)
2026-03-19 12:44:36 [DEBUG  ] EmbedSim.sink — EXEC   step=00008  t=0.000800 s  vf_angle                        (VfAngleBlock)
2026-03-19 12:44:36 [DEBUG  ] EmbedSim.sink — EXEC   step=00008  t=0.000800 s  vf_dq                           (VfDQBlock)
2026-03-19 12:44:36 [DEBUG  ] EmbedSim.sink — EXEC   step=00008  t=0.000800 s  vf_theta                        (VfThetaBlock)
2026-03-19 12:44:36 [DEBUG  ] EmbedSim.sink — EXEC   step=00008  t=0.000800 s  inv_park                        (InvParkTransformBlock)
2026-03-19 12:44:36 [DEBUG  ] EmbedSim.sink — EXEC   step=00008  t=0.000800 s  svpwm_pack                      (SVPWMPackBlock)
2026-03-19 12:44:36 [DEBUG  ] EmbedSim.sink — EXEC   step=00008  t=0.000800 s  svpwm                           (SVPWMBlock)
2026-03-19 12:44:36 [DEBUG  ] EmbedSim.sink — EXEC   step=00008  t=0.000800 s  motor_sink                      (DB42S02PlantBlock)
2026-03-19 12:44:36 [DEBUG  ] EmbedSim.sink — EXEC   step=00008  t=0.000800 s  sink                            (VectorEnd)
2026-03-19 12:44:36 [DEBUG  ] EmbedSim.sink — EXEC   step=00008  t=0.000800 s  cg_start                        (CodeGenStart)
2026-03-19 12:44:36 [DEBUG  ] EmbedSim.sink — EXEC   step=00008  t=0.000800 s  cg_end                          (CodeGenEnd)
2026-03-19 12:44:36 [DEBUG  ] EmbedSim.sink — EXEC   step=00008  t=0.000800 s  sink_cg                         (VectorEnd)
2026-03-19 12:44:36 [DEBUG  ] EmbedSim.sink — EXEC   step=00009  t=0.000900 s  speed_ref                       (SpeedRampBlock)
2026-03-19 12:44:36 [DEBUG  ] EmbedSim.sink — EXEC   step=00009  t=0.000900 s  vf_angle                        (VfAngleBlock)
2026-03-19 12:44:36 [DEBUG  ] EmbedSim.sink — EXEC   step=00009  t=0.000900 s  vf_dq                           (VfDQBlock)
2026-03-19 12:44:36 [DEBUG  ] EmbedSim.sink — EXEC   step=00009  t=0.000900 s  vf_theta                        (VfThetaBlock)
2026-03-19 12:44:36 [DEBUG  ] EmbedSim.sink — EXEC   step=00009  t=0.000900 s  inv_park                        (InvParkTransformBlock)
2026-03-19 12:44:36 [DEBUG  ] EmbedSim.sink — EXEC   step=00009  t=0.000900 s  svpwm_pack                      (SVPWMPackBlock)
2026-03-19 12:44:36 [DEBUG  ] EmbedSim.sink — EXEC   step=00009  t=0.000900 s  svpwm                           (SVPWMBlock)
2026-03-19 12:44:36 [DEBUG  ] EmbedSim.sink — EXEC   step=00009  t=0.000900 s  motor_sink                      (DB42S02PlantBlock)
2026-03-19 12:44:36 [DEBUG  ] EmbedSim.sink — EXEC   step=00009  t=0.000900 s  sink                            (VectorEnd)
2026-03-19 12:44:36 [DEBUG  ] EmbedSim.sink — EXEC   step=00009  t=0.000900 s  cg_start                        (CodeGenStart)
2026-03-19 12:44:36 [DEBUG  ] EmbedSim.sink — EXEC   step=00009  t=0.000900 s  cg_end                          (CodeGenEnd)
2026-03-19 12:44:36 [DEBUG  ] EmbedSim.sink — EXEC   step=00009  t=0.000900 s  sink_cg                         (VectorEnd)
2026-03-19 12:44:36 [DEBUG  ] EmbedSim.sink — EXEC   step=00010  t=0.001000 s  speed_ref                       (SpeedRampBlock)
2026-03-19 12:44:36 [DEBUG  ] EmbedSim.sink — EXEC   step=00010  t=0.001000 s  vf_angle                        (VfAngleBlock)
2026-03-19 12:44:36 [DEBUG  ] EmbedSim.sink — EXEC   step=00010  t=0.001000 s  vf_dq                           (VfDQBlock)
2026-03-19 12:44:36 [DEBUG  ] EmbedSim.sink — EXEC   step=00010  t=0.001000 s  vf_theta                        (VfThetaBlock)
2026-03-19 12:44:36 [DEBUG  ] EmbedSim.sink — EXEC   step=00010  t=0.001000 s  inv_park                        (InvParkTransformBlock)
2026-03-19 12:44:36 [DEBUG  ] EmbedSim.sink — EXEC   step=00010  t=0.001000 s  svpwm_pack                      (SVPWMPackBlock)
2026-03-19 12:44:36 [DEBUG  ] EmbedSim.sink — EXEC   step=00010  t=0.001000 s  svpwm                           (SVPWMBlock)
2026-03-19 12:44:36 [DEBUG  ] EmbedSim.sink — EXEC   step=00010  t=0.001000 s  motor_sink                      (DB42S02PlantBlock)
2026-03-19 12:44:36 [DEBUG  ] EmbedSim.sink — EXEC   step=00010  t=0.001000 s  sink                            (VectorEnd)
2026-03-19 12:44:36 [DEBUG  ] EmbedSim.sink — EXEC   step=00010  t=0.001000 s  cg_start                        (CodeGenStart)
2026-03-19 12:44:36 [DEBUG  ] EmbedSim.sink — EXEC   step=00010  t=0.001000 s  cg_end                          (CodeGenEnd)
2026-03-19 12:44:36 [DEBUG  ] EmbedSim.sink — EXEC   step=00010  t=0.001000 s  sink_cg                         (VectorEnd)
2026-03-19 12:44:36 [DEBUG  ] EmbedSim.sink — EXEC   step=00011  t=0.001100 s  speed_ref                       (SpeedRampBlock)
2026-03-19 12:44:36 [DEBUG  ] EmbedSim.sink — EXEC   step=00011  t=0.001100 s  vf_angle                        (VfAngleBlock)
2026-03-19 12:44:36 [DEBUG  ] EmbedSim.sink — EXEC   step=00011  t=0.001100 s  vf_dq                           (VfDQBlock)
2026-03-19 12:44:36 [DEBUG  ] EmbedSim.sink — EXEC   step=00011  t=0.001100 s  vf_theta                        (VfThetaBlock)
2026-03-19 12:44:36 [DEBUG  ] EmbedSim.sink — EXEC   step=00011  t=0.001100 s  inv_park                        (InvParkTransformBlock)
2026-03-19 12:44:36 [DEBUG  ] EmbedSim.sink — EXEC   step=00011  t=0.001100 s  svpwm_pack                      (SVPWMPackBlock)
2026-03-19 12:44:36 [DEBUG  ] EmbedSim.sink — EXEC   step=00011  t=0.001100 s  svpwm                           (SVPWMBlock)
2026-03-19 12:44:36 [DEBUG  ] EmbedSim.sink — EXEC   step=00011  t=0.001100 s  motor_sink                      (DB42S02PlantBlock)
2026-03-19 12:44:36 [DEBUG  ] EmbedSim.sink — EXEC   step=00011  t=0.001100 s  sink                            (VectorEnd)
2026-03-19 12:44:36 [DEBUG  ] EmbedSim.sink — EXEC   step=00011  t=0.001100 s  cg_start                        (CodeGenStart)
2026-03-19 12:44:36 [DEBUG  ] EmbedSim.sink — EXEC   step=00011  t=0.001100 s  cg_end                          (CodeGenEnd)
2026-03-19 12:44:36 [DEBUG  ] EmbedSim.sink — EXEC   step=00011  t=0.001100 s  sink_cg                         (VectorEnd)
2026-03-19 12:44:36 [DEBUG  ] EmbedSim.sink — EXEC   step=00012  t=0.001200 s  speed_ref                       (SpeedRampBlock)
2026-03-19 12:44:36 [DEBUG  ] EmbedSim.sink — EXEC   step=00012  t=0.001200 s  vf_angle                        (VfAngleBlock)
2026-03-19 12:44:36 [DEBUG  ] EmbedSim.sink — EXEC   step=00012  t=0.001200 s  vf_dq                           (VfDQBlock)
2026-03-19 12:44:36 [DEBUG  ] EmbedSim.sink — EXEC   step=00012  t=0.001200 s  vf_theta                        (VfThetaBlock)
2026-03-19 12:44:36 [DEBUG  ] EmbedSim.sink — EXEC   step=00012  t=0.001200 s  inv_park                        (InvParkTransformBlock)
2026-03-19 12:44:36 [DEBUG  ] EmbedSim.sink — EXEC   step=00012  t=0.001200 s  svpwm_pack                      (SVPWMPackBlock)
2026-03-19 12:44:36 [DEBUG  ] EmbedSim.sink — EXEC   step=00012  t=0.001200 s  svpwm                           (SVPWMBlock)
2026-03-19 12:44:36 [DEBUG  ] EmbedSim.sink — EXEC   step=00012  t=0.001200 s  motor_sink                      (DB42S02PlantBlock)
2026-03-19 12:44:36 [DEBUG  ] EmbedSim.sink — EXEC   step=00012  t=0.001200 s  sink                            (VectorEnd)
2026-03-19 12:44:36 [DEBUG  ] EmbedSim.sink — EXEC   step=00012  t=0.001200 s  cg_start                        (CodeGenStart)
2026-03-19 12:44:36 [DEBUG  ] EmbedSim.sink — EXEC   step=00012  t=0.001200 s  cg_end                          (CodeGenEnd)
2026-03-19 12:44:36 [DEBUG  ] EmbedSim.sink — EXEC   step=00012  t=0.001200 s  sink_cg                         (VectorEnd)
2026-03-19 12:44:36 [DEBUG  ] EmbedSim.sink — EXEC   step=00013  t=0.001300 s  speed_ref                       (SpeedRampBlock)
2026-03-19 12:44:36 [DEBUG  ] EmbedSim.sink — EXEC   step=00013  t=0.001300 s  vf_angle                        (VfAngleBlock)
2026-03-19 12:44:36 [DEBUG  ] EmbedSim.sink — EXEC   step=00013  t=0.001300 s  vf_dq                           (VfDQBlock)
2026-03-19 12:44:36 [DEBUG  ] EmbedSim.sink — EXEC   step=00013  t=0.001300 s  vf_theta                        (VfThetaBlock)
2026-03-19 12:44:36 [DEBUG  ] EmbedSim.sink — EXEC   step=00013  t=0.001300 s  inv_park                        (InvParkTransformBlock)
2026-03-19 12:44:36 [DEBUG  ] EmbedSim.sink — EXEC   step=00013  t=0.001300 s  svpwm_pack                      (SVPWMPackBlock)
2026-03-19 12:44:36 [DEBUG  ] EmbedSim.sink — EXEC   step=00013  t=0.001300 s  svpwm                           (SVPWMBlock)
2026-03-19 12:44:36 [DEBUG  ] EmbedSim.sink — EXEC   step=00013  t=0.001300 s  motor_sink                      (DB42S02PlantBlock)
2026-03-19 12:44:36 [DEBUG  ] EmbedSim.sink — EXEC   step=00013  t=0.001300 s  sink                            (VectorEnd)
2026-03-19 12:44:36 [DEBUG  ] EmbedSim.sink — EXEC   step=00013  t=0.001300 s  cg_start                        (CodeGenStart)
2026-03-19 12:44:36 [DEBUG  ] EmbedSim.sink — EXEC   step=00013  t=0.001300 s  cg_end                          (CodeGenEnd)
2026-03-19 12:44:36 [DEBUG  ] EmbedSim.sink — EXEC   step=00013  t=0.001300 s  sink_cg                         (VectorEnd)
2026-03-19 12:44:36 [DEBUG  ] EmbedSim.sink — EXEC   step=00014  t=0.001400 s  speed_ref                       (SpeedRampBlock)
2026-03-19 12:44:36 [DEBUG  ] EmbedSim.sink — EXEC   step=00014  t=0.001400 s  vf_angle                        (VfAngleBlock)
2026-03-19 12:44:36 [DEBUG  ] EmbedSim.sink — EXEC   step=00014  t=0.001400 s  vf_dq                           (VfDQBlock)
2026-03-19 12:44:36 [DEBUG  ] EmbedSim.sink — EXEC   step=00014  t=0.001400 s  vf_theta                        (VfThetaBlock)
2026-03-19 12:44:36 [DEBUG  ] EmbedSim.sink — EXEC   step=00014  t=0.001400 s  inv_park                        (InvParkTransformBlock)
2026-03-19 12:44:36 [DEBUG  ] EmbedSim.sink — EXEC   step=00014  t=0.001400 s  svpwm_pack                      (SVPWMPackBlock)
2026-03-19 12:44:36 [DEBUG  ] EmbedSim.sink — EXEC   step=00014  t=0.001400 s  svpwm                           (SVPWMBlock)
2026-03-19 12:44:36 [DEBUG  ] EmbedSim.sink — EXEC   step=00014  t=0.001400 s  motor_sink                      (DB42S02PlantBlock)
2026-03-19 12:44:36 [DEBUG  ] EmbedSim.sink — EXEC   step=00014  t=0.001400 s  sink                            (VectorEnd)
2026-03-19 12:44:36 [DEBUG  ] EmbedSim.sink — EXEC   step=00014  t=0.001400 s  cg_start                        (CodeGenStart)
2026-03-19 12:44:36 [DEBUG  ] EmbedSim.sink — EXEC   step=00014  t=0.001400 s  cg_end                          (CodeGenEnd)
2026-03-19 12:44:36 [DEBUG  ] EmbedSim.sink — EXEC   step=00014  t=0.001400 s  sink_cg                         (VectorEnd)
2026-03-19 12:44:36 [DEBUG  ] EmbedSim.sink — EXEC   step=00015  t=0.001500 s  speed_ref                       (SpeedRampBlock)
2026-03-19 12:44:36 [DEBUG  ] EmbedSim.sink — EXEC   step=00015  t=0.001500 s  vf_angle                        (VfAngleBlock)
2026-03-19 12:44:36 [DEBUG  ] EmbedSim.sink — EXEC   step=00015  t=0.001500 s  vf_dq                           (VfDQBlock)
2026-03-19 12:44:36 [DEBUG  ] EmbedSim.sink — EXEC   step=00015  t=0.001500 s  vf_theta                        (VfThetaBlock)
2026-03-19 12:44:36 [DEBUG  ] EmbedSim.sink — EXEC   step=00015  t=0.001500 s  inv_park                        (InvParkTransformBlock)
2026-03-19 12:44:36 [DEBUG  ] EmbedSim.sink — EXEC   step=00015  t=0.001500 s  svpwm_pack                      (SVPWMPackBlock)
